A1,A2,A3,A4,ranking
-1.32455e-07,-0.333333,0.254237,-0.0833333,b>c>a
0.166667,-0.25,0.118644,-4.03573e-08,b>c>a
0.277778,-0.166667,0.152542,0.0833333,b>c>a
0.388889,-0.333333,0.288136,0.0833333,b>c>a
0.333333,-0.166667,0.355932,0.333333,c>b>a
-0.0555556,-0.25,0.186441,0.166667,b>c>a
-0.222222,-0.5,-0.152542,-0.25,b>a>c
-0.333333,-0.666667,-0.0508475,-0.166667,b>a>c
-0.333333,-0.666667,-0.0847458,-0.25,b>a>c
-0.166667,-0.416667,-0.0169491,-0.0833333,b>a>c
-0.0555556,-0.416667,0.38983,0.25,b>c>a
-0.388889,-0.166667,0.186441,0.166667,b>c>a
-0.0555556,0.166667,0.186441,0.25,b>c>a
0.333333,-0.0833334,0.254237,0.166667,b>c>a
0.111111,-0.75,0.152542,-4.03573e-08,b>c>a
-0.277778,-0.166667,0.0508474,-4.03573e-08,b>a>c
-0.333333,-0.583333,0.0169491,-4.03573e-08,b>a>c
-0.333333,-0.5,0.152542,-0.0833333,b>a>c
-1.32455e-07,-0.166667,0.220339,0.0833333,b>c>a
-0.166667,-0.5,0.0169491,-0.0833333,b>a>c
-0.611111,-0.75,-0.220339,-0.25,b>a>c
-0.277778,-0.416667,0.0847457,-4.03573e-08,b>a>c
-0.222222,-0.166667,0.0847457,-0.0833333,b>a>c
-0.222222,-0.25,0.0847457,-4.03573e-08,b>a>c
0.0555554,-0.25,0.118644,-4.03573e-08,b>c>a
-0.555556,-0.583333,-0.322034,-0.166667,b>a>c
-0.222222,-0.333333,0.0508474,-4.03573e-08,b>a>c
0.111111,0.0833333,0.694915,1,c>a>b
-0.166667,-0.416667,0.38983,0.5,c>b>a
0.555555,-0.166667,0.661017,0.666667,c>a>b
0.111111,-0.25,0.559322,0.416667,c>b>a
0.222222,-0.166667,0.627119,0.75,c>a>b
0.833333,-0.166667,0.898305,0.666667,c>a>b
-0.666667,-0.583333,0.186441,0.333333,b>c>a
0.666667,-0.25,0.79661,0.416667,c>a>b
0.333333,-0.583333,0.627119,0.416667,c>b>a
0.611111,0.333333,0.728813,1,c>a>b
0.222222,0,0.38983,0.583333,c>b>a
0.166667,-0.416667,0.457627,0.5,c>b>a
0.388889,-0.166667,0.525424,0.666667,c>a>b
-0.222222,-0.583333,0.355932,0.583333,c>b>a
-0.166667,-0.333333,0.38983,0.916667,c>a>b
0.166667,0,0.457627,0.833333,c>a>b
0.222222,-0.166667,0.525424,0.416667,c>b>a
0.888889,0.5,0.932203,0.75,c>a>b
0.888889,-0.5,1,0.833333,c>a>b
-0.0555556,-0.833333,0.355932,0.166667,b>c>a
0.444444,0,0.59322,0.833333,c>a>b
-0.277778,-0.333333,0.322034,0.583333,c>b>a
0.888889,-0.333333,0.932203,0.583333,c>a>b
0.111111,-0.416667,0.322034,0.416667,c>b>a
0.333333,0.0833333,0.59322,0.666667,c>a>b
0.611111,0,0.694915,0.416667,c>a>b
0.0555554,-0.333333,0.288136,0.416667,c>b>a
-1.32455e-07,-0.166667,0.322034,0.416667,c>b>a
0.166667,-0.333333,0.559322,0.666667,c>a>b
0.611111,-0.166667,0.627119,0.25,c>b>a
0.722222,-0.333333,0.728813,0.5,c>a>b
1,0.5,0.830508,0.583333,c>a>b
0.166667,-0.333333,0.559322,0.75,c>a>b
0.111111,-0.333333,0.38983,0.166667,b>c>a
-1.32455e-07,-0.5,0.559322,0.0833333,c>b>a
0.888889,-0.166667,0.728813,0.833333,c>a>b
0.111111,0.166667,0.559322,0.916667,c>a>b
0.166667,-0.0833334,0.525424,0.416667,c>b>a
-0.0555556,-0.166667,0.288136,0.416667,c>b>a
0.444444,-0.0833334,0.491525,0.666667,c>a>b
0.333333,-0.0833334,0.559322,0.916667,c>a>b
0.444444,-0.0833334,0.38983,0.833333,c>a>b
-0.166667,-0.416667,0.38983,0.5,c>b>a
0.388889,0,0.661017,0.833333,c>a>b
0.333333,0.0833333,0.59322,1,c>a>b
0.333333,-0.166667,0.423729,0.833333,c>a>b
0.111111,-0.583333,0.355932,0.5,c>b>a
0.222222,-0.166667,0.423729,0.583333,c>b>a
0.0555554,0.166667,0.491525,0.833333,c>a>b
-0.111111,-0.166667,0.38983,0.416667,c>b>a
